BHK,Type,Purpose,Location,Latitude,Longitude,City,furnishing,Bathroom,tenant_preferred,carpet_area,floor,direction,overlooking,society,amount
2,Apartment,Rent,"Navika Aralias, Mandi New Delhi               ",Error,Error,new delhi,Semi-Furnished,2,Bachelors/Family,1150 sqft,2 out of 5,East,Main Road,Navika Aralias,"12,500"
3,Apartment,Rent,"DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi        ",39.03171,-90.26122,new delhi,Semi-Furnished,3,Family,1525 sqft,3 out of 30,East,"Garden/Park, Main Road",DLF Capital Greens 1 and 2,"55,000"
4,Builder,Rent,in Defence Colony New Delhi               ,28.5643603,77.20987194,new delhi,Semi-Furnished,5,Bachelors/Family,3200 sqft,1 out of 3,North - East,Garden/Park,,300000
2,Apartment,Rent,"Rwa DDA flat H Block, Saket New Delhi            ",28.611224,77.067757,new delhi,Unfurnished,2,Bachelors,1250 sqft,Ground out of 2,North - East,"Garden/Park, Pool",Rwa DDA flat H Block,"60,000"
5,Builder,Rent,in Greater Kailash 2 New Delhi              ,28.470777,77.50535,new delhi,Semi-Furnished,5,Bachelors/Family,5000 sqft,2 out of 4,North - East,5,,600000
3,Apartment,Rent,"Moti Nagar, Kirti Nagar New Delhi              ",28.647577,77.145644,new delhi,Semi-Furnished,3,Family,1260 sqft,22 out of 30,South,"Garden/Park, Pool, Main Road",,"60,000"
4,Apartment,Rent,"New Rashtriya CGHS, Sector 18 Dwarka New Delhi            ",28.601679,77.053261,new delhi,Semi-Furnished,3,Family,1750 sqft,4 out of 10,North - East,"Garden/Park, Main Road",New Rashtriya CGHS,"46,000"
3,Apartment,Rent,"Gayatri Appartment, Sector 10 Dwarka New Delhi             ",22.247261,68.975568,new delhi,Semi-Furnished,3,Bachelors/Family,1700 sqft,2 out of 10,North - East,"Garden/Park, Main Road",Gayatri Appartment,"45,000"
4,Apartment,Rent,"Palm Green Apartment, Dwarka New Delhi              ",28.518485,77.180027,new delhi,Unfurnished,3,Bachelors/Family,2000 sqft,2 out of 10,Palm Green Apartment,3,Palm Green Apartment,"55,000"
3,Apartment,Rent,"DDA Mitradweep Apartments, IP Extension New Delhi             ",28.631903,77.310718,new delhi,Unfurnished,3,Bachelors/Family,1400 sqft,5 out of 6,DDA Mitradweep Apartments,3,DDA Mitradweep Apartments,"40,000"
2,Apartment,Rent,"Umang Winter Hills, Dwarka Mor New Delhi             ",28.618226,77.034057,new delhi,Semi-Furnished,2,Bachelors/Family,749 sqft,5 out of 12,East,Umang Winter Hills,Umang Winter Hills,"32,000"
3,Builder,Rent,in Panchsheel Enclave New Delhi               ,28.651464,77.275046,new delhi,Semi-Furnished,3,Bachelors/Family,265 sqyrd,3 out of 4,North - East,"Garden/Park, Main Road",,130000
3,Builder,Rent,in Greater Kailash 2 New Delhi              ,28.470777,77.50535,new delhi,Unfurnished,3,Bachelors,2250 sqft,Ground out of 4,North - East,Main Road,,180000
3,Apartment,Rent,"DDA Flats Vasant Kunj, Sector A Vasant Kunj New Delhi          ",28.513976,77.16727,new delhi,Unfurnished,2,Family,1800 sqft,Ground out of 4,North - East,Garden/Park,DDA Flats Vasant Kunj,"65,000"
1,Apartment,Rent,"Kundan Nagar, Laxmi Nagar New Delhi              ",28.63336,77.098958,new delhi,Semi-Furnished,1,Bachelors,50 sqft,4 out of 4,1,1,,"10,000"
3,Builder,Rent,in Shivaji Park Punjabi Bagh New Delhi             ,28.682968,77.287497,new delhi,Semi-Furnished,3,Bachelors/Family,1150 sqft,2 out of 3,3,2,,"35,000"
2,Builder,Rent,in Lajpat Nagar New Delhi               ,28.566163,77.24337754,new delhi,Unfurnished,2,Bachelors/Family,900 sqft,2 out of 4,West,Main Road,,"56,500"
2,Builder,Rent,in Sector 8 Dwarka New Delhi              ,28.592705,77.065989,new delhi,Semi-Furnished,2,Bachelors/Family,600 sqft,3 out of 4,North - East,Main Road,,"23,000"
3,Builder,Rent,in South Extension 2 New Delhi              ,28.554763,77.173263,new delhi,Unfurnished,3,Bachelors/Family,1500 sqft,1 out of 3,3,2,,110000
4,Builder,Rent,in Greater Kailash 1 New Delhi              ,28.470777,77.50535,new delhi,Semi-Furnished,4,Bachelors,2200 sqft,1 out of 4,North - East,Garden/Park,,150000
2,Apartment,Rent,"Sarvhit Apartments DDA Flats, Pocket A Sector 17 Dwarka New Delhi         ",28.735409,77.169802,new delhi,Semi-Furnished,2,Bachelors/Family,850 sqft,3 out of 4,East,Garden/Park,Sarvhit Apartments DDA Flats,"25,000"
4,Builder,Rent,in Green Park New Delhi               ,35.114547,-77.062323,new delhi,Semi-Furnished,4,Bachelors,2150 sqft,Ground out of 4,East,4,,140000
3,Apartment,Rent,"Sanchar Vihar Apartment, Dwarka New Delhi              ",28.604232,77.047459,new delhi,Semi-Furnished,3,Bachelors/Family,1400 sqft,4 out of 8,North - East,"Garden/Park, Main Road",Sanchar Vihar Apartment,"55,000"
4,Builder,Rent,in Shanti Niketan New Delhi               ,28.57315085,77.16446564,new delhi,Semi-Furnished,4,Bachelors/Family,4000 sqft,1 out of 4,North - East,"Garden/Park, Main Road",,550000
2,Apartment,Rent,Laxmi Nagar New Delhi                ,28.5732465,77.20739387,new delhi,Unfurnished,2,Bachelors/Family,Immediately,700 sqft,2 out of 4,East,,"25,000"
3,Builder,Rent,in Jona Pur New Delhi               ,40.601649,-74.784889,new delhi,Semi-Furnished,2,Bachelors/Family,1250 sqft,1 out of 5,West,Main Road,,"28,000"
3,Builder,Rent,in Pitam Pura New Delhi               ,28.712134,77.135444,new delhi,Semi-Furnished,3,Bachelors/Family,1350 sqft,1 out of 4,North - East,"Garden/Park, Main Road",,"55,000"
4,Builder,Rent,"in S Blocks Panchsheel Park, Panchsheel Park New Delhi           ",28.600005,77.183779,new delhi,Unfurnished,5,Bachelors,4500 sqft,2 out of 3,East,"Garden/Park, Main Road",S Blocks Panchsheel Park,390000
4,Builder,Rent,in Defence Colony New Delhi               ,28.5643603,77.20987194,new delhi,Semi-Furnished,5,Bachelors/Family,3200 sqft,1 out of 3,North - East,Garden/Park,,300000
2,Apartment,Rent,"Rwa DDA flat H Block, Saket New Delhi            ",28.611224,77.067757,new delhi,Unfurnished,2,Bachelors,1250 sqft,Ground out of 2,North - East,"Garden/Park, Pool",Rwa DDA flat H Block,"60,000"
5,Builder,Rent,in Greater Kailash 2 New Delhi              ,28.470777,77.50535,new delhi,Semi-Furnished,5,Bachelors/Family,5000 sqft,2 out of 4,North - East,5,,600000
3,Apartment,Rent,"Gayatri Appartment, Sector 10 Dwarka New Delhi             ",22.247261,68.975568,new delhi,Semi-Furnished,3,Bachelors/Family,1700 sqft,2 out of 10,North - East,"Garden/Park, Main Road",Gayatri Appartment,"45,000"
4,Apartment,Rent,"Palm Green Apartment, Dwarka New Delhi              ",28.518485,77.180027,new delhi,Unfurnished,3,Bachelors/Family,2000 sqft,2 out of 10,Palm Green Apartment,3,Palm Green Apartment,"55,000"
3,Apartment,Rent,"DDA Mitradweep Apartments, IP Extension New Delhi             ",28.631903,77.310718,new delhi,Unfurnished,3,Bachelors/Family,1400 sqft,5 out of 6,DDA Mitradweep Apartments,3,DDA Mitradweep Apartments,"40,000"
3,Builder,Rent,in Panchsheel Enclave New Delhi               ,28.651464,77.275046,new delhi,Semi-Furnished,3,Bachelors/Family,265 sqyrd,3 out of 4,North - East,"Garden/Park, Main Road",,130000
3,Builder,Rent,in Greater Kailash 2 New Delhi              ,28.470777,77.50535,new delhi,Unfurnished,3,Bachelors,2250 sqft,Ground out of 4,North - East,Main Road,,180000
2,Builder,Rent,in Lajpat Nagar New Delhi               ,28.566163,77.24337754,new delhi,Unfurnished,2,Bachelors/Family,900 sqft,2 out of 4,West,Main Road,,"56,500"
2,Builder,Rent,in Sector 8 Dwarka New Delhi              ,28.592705,77.065989,new delhi,Semi-Furnished,2,Bachelors/Family,600 sqft,3 out of 4,North - East,Main Road,,"23,000"
4,Builder,Rent,in Greater Kailash 1 New Delhi              ,28.470777,77.50535,new delhi,Semi-Furnished,4,Bachelors,2200 sqft,1 out of 4,North - East,Garden/Park,,150000
2,Apartment,Rent,"Sarvhit Apartments DDA Flats, Pocket A Sector 17 Dwarka New Delhi         ",28.735409,77.169802,new delhi,Semi-Furnished,2,Bachelors/Family,850 sqft,3 out of 4,East,Garden/Park,Sarvhit Apartments DDA Flats,"25,000"
4,Builder,Rent,in Green Park New Delhi               ,35.114547,-77.062323,new delhi,Semi-Furnished,4,Bachelors,2150 sqft,Ground out of 4,East,4,,140000
3,Apartment,Rent,"Sanchar Vihar Apartment, Dwarka New Delhi              ",28.604232,77.047459,new delhi,Semi-Furnished,3,Bachelors/Family,1400 sqft,4 out of 8,North - East,"Garden/Park, Main Road",Sanchar Vihar Apartment,"55,000"
4,Builder,Rent,in Shanti Niketan New Delhi               ,28.57315085,77.16446564,new delhi,Semi-Furnished,4,Bachelors/Family,4000 sqft,1 out of 4,North - East,"Garden/Park, Main Road",,550000
2,Apartment,Rent,Laxmi Nagar New Delhi                ,28.5732465,77.20739387,new delhi,Unfurnished,2,Bachelors/Family,Immediately,700 sqft,2 out of 4,East,,"25,000"
3,Builder,Rent,in Jona Pur New Delhi               ,40.601649,-74.784889,new delhi,Semi-Furnished,2,Bachelors/Family,1250 sqft,1 out of 5,West,Main Road,,"28,000"
3,Builder,Rent,in Pitam Pura New Delhi               ,28.712134,77.135444,new delhi,Semi-Furnished,3,Bachelors/Family,1350 sqft,1 out of 4,North - East,"Garden/Park, Main Road",,"55,000"
4,Builder,Rent,"in S Blocks Panchsheel Park, Panchsheel Park New Delhi           ",28.600005,77.183779,new delhi,Unfurnished,5,Bachelors,4500 sqft,2 out of 3,East,"Garden/Park, Main Road",S Blocks Panchsheel Park,390000
3,Apartment,Rent,"DDA Flats Munirka, Munirka New Delhi              ",28.5526792,77.1738112,new delhi,Semi-Furnished,2,Bachelors/Family,1350 sqft,3 out of 4,East,"Pool, Garden/Park, Main Road",DDA Flats Munirka,"49,500"
4,Builder,Rent,"in Shanti Niketan, Shanti Niketan New Delhi             ",28.573026,77.163421,new delhi,Semi-Furnished,4,Bachelors/Family,3200 sqft,1 out of 4,East,"Garden/Park, Main Road",Shanti Niketan,450000
4,Builder,Rent,in Ashok Vihar New Delhi               ,28.6024541,77.3141628,new delhi,Semi-Furnished,4,Bachelors/Family,3240 sqft,2 out of 4,North - East,Main Road,,"75,000"
3,Builder,Rent,in Durgapuri Extension New Delhi               ,28.631895,77.31086,new delhi,Semi-Furnished,2,Bachelors/Family,1200 sqft,4 out of 4,North - East,Main Road,,"35,000"
2,Apartment,Rent,"Shivalik Apartment, IP Extension New Delhi              ",28.631903,77.310718,new delhi,Semi-Furnished,2,Bachelors/Family,900 sqft,Ground out of 3,North - East,Garden/Park,Shivalik Apartment,"26,000"
3,Apartment,Rent,"Puri AP Wonder, Sector 5 Rohini New Delhi            ",32.262787,-106.757637,new delhi,Semi-Furnished,3,Bachelors/Family,1500 sqft,3 out of 15,Puri AP Wonder,3,Puri AP Wonder,"40,000"
Studio,for,Rent,Bagh New Delhi                 ,28.6402816,77.22041029,new delhi,Furnished,1,Bachelors/Family,300 sqft,Ground out of 1,West,"Garden/Park, Main Road",,"15,000"
1,Apartment,Rent,"DDA Janta Apartment, Sector 16 Dwarka New Delhi            ",28.752108,77.101511,new delhi,Furnished,1,Bachelors/Family,340 sqft,Ground out of 3,East,Main Road,DDA Janta Apartment,"15,500"
4,Builder,Rent,"in RWA GK 2, Greater Kailash 2 New Delhi           ",Error,Error,new delhi,Unfurnished,4,Bachelors/Family,3000 sqft,2 out of 3,North - East,Garden/Park,RWA GK 2,180000
3,Builder,Rent,in Green Park New Delhi               ,35.114547,-77.062323,new delhi,Unfurnished,3,Bachelors,2500 sqft,2 out of 3,East,Garden/Park,,150000
3,Builder,Rent,in Greater Kailash Enclave 1 New Delhi             ,28.544178,77.244521,new delhi,Semi-Furnished,4,Bachelors/Family,2700 sqft,1 out of 3,North - East,Garden/Park,,170000
4,Builder,Rent,in Janakpuri New Delhi                ,28.61184275,77.10319157,new delhi,Furnished,4,Bachelors,225 sqyrd,1 out of 4,North - West,Garden/Park,,100000
3,Apartment,Rent,"DDA Construction of HIG, Sector 19B Dwarka New Delhi           ",Error,Error,new delhi,Furnished,3,Bachelors/Family,1851 sqft,6 out of 14,DDA Construction of HIG,3,DDA Construction of HIG,"47,000"
4,Apartment,Rent,"DMP Society, Sector 10 Dwarka New Delhi             ",28.563053,77.054575,new delhi,Unfurnished,3,Bachelors/Family,2200 sqft,4 out of 10,North - East,"Garden/Park, Main Road",DMP Society,"75,000"
3,Apartment,Rent,Dichaon Kalan New Delhi                ,28.640331,76.983645,new delhi,Unfurnished,3,Bachelors/Family,790 sqft,1 out of 3,South,Main Road,,"40,000"
2,Apartment,Rent,New Rajendra Nagar New Delhi               ,28.63574025,77.18103263,new delhi,Semi-Furnished,2,Bachelors/Family,140 sqyrd,2 out of 2,Main Road,2,,"40,000"
4,Builder,Rent,"in Gujranwala Town, Model Town New Delhi             ",28.700572,77.189046,new delhi,Semi-Furnished,3,Bachelors/Family,3800 sqft,1 out of 4,North - East,"Garden/Park, Main Road",,130000
3,Apartment,Rent,"Golf View Condos, Sector 19B Dwarka New Delhi            ",39.03171,-90.26122,new delhi,Semi-Furnished,3,Bachelors/Family,1800 sqft,6 out of 13,North - East,"Garden/Park, Main Road",Golf View Condos,"50,000"
3,Builder,Rent,in Uttari Pitampura New Delhi               ,28.715078,77.138989,new delhi,Semi-Furnished,3,Bachelors/Family,1800 sqft,4 out of 4,South - East,"Main Road, Garden/Park, Pool",,"55,000"
2,Builder,Rent,in Sector 19B Dwarka New Delhi              ,28.592705,77.065989,new delhi,Unfurnished,2,Bachelors/Family,720 sqft,2 out of 4,East,"Garden/Park, Main Road",,"25,000"
3,Builder,Rent,in Saket New Delhi                ,28.5275543,77.2172592,new delhi,Semi-Furnished,5,Family,2200 sqft,1 out of 4,South - East,Garden/Park,,180000
3,Builder,Rent,in Pitam Pura New Delhi               ,28.712134,77.135444,new delhi,Unfurnished,3,Bachelors,900 sqft,4 out of 4,North,3,,"42,000"
2,Apartment,Rent,Mansa Ram Park New Delhi               ,28.613806,77.049402,new delhi,Furnished,2,Bachelors/Family,650 sqft,4 out of 4,2,1,,"20,000"
3,Builder,Rent,in Greater Kailash 2 New Delhi              ,28.470777,77.50535,new delhi,Semi-Furnished,3,Bachelors/Family,2200 sqft,Ground out of 4,North - East,Garden/Park,,130000
Studio,for,Rent,"Capital Greens 1 and 2, Moti Nagar, Kirti Nagar New Delhi         ",39.03171,-90.26122,new delhi,Semi-Furnished,1,Bachelors/Family,367 sqft,6 out of 12,East,Garden/Park,DLF Capital Greens 1 and 2,"25,000"
3,Builder,Rent,in Pocket B Sector 17 Dwarka New Delhi            ,28.579349,77.066139,new delhi,Semi-Furnished,2,Bachelors,1300 sqft,2 out of 4,North,"Garden/Park, Main Road",,"44,000"
4,Builder,Rent,in Rani Bagh Pitam Pura New Delhi             ,28.530941,77.217191,new delhi,Semi-Furnished,2,Bachelors/Family,2365 sqft,2 out of 3,Main Road,2,,"50,000"
2,Builder,Rent,"in Paryavaran Complex, Sainik Farm New Delhi             ",28.619666,77.043949,new delhi,Unfurnished,2,Bachelors,850 sqft,3 out of 4,North - East,Garden/Park,,"23,000"
5,Builder,Rent,"in Maharani Bagh, New Friends Colony New Delhi            ",28.572632,77.263563,new delhi,Unfurnished,5,Bachelors,3900 sqft,2 out of 4,North - East,Garden/Park,,550000
1,Builder,Rent,in Greater Kailash 1 New Delhi              ,28.470777,77.50535,new delhi,Furnished,1,Bachelors/Family,1500 sqft,Upper Basement out of 4,1,,,"45,000"
3,Builder,Rent,in Durgapuri Extension New Delhi               ,28.631895,77.31086,new delhi,Semi-Furnished,2,Bachelors/Family,1200 sqft,4 out of 4,North - East,Main Road,,"35,000"
2,Apartment,Rent,"Shivalik Apartment, IP Extension New Delhi              ",28.631903,77.310718,new delhi,Semi-Furnished,2,Bachelors/Family,900 sqft,Ground out of 3,North - East,Garden/Park,Shivalik Apartment,"26,000"
3,Apartment,Rent,"Puri AP Wonder, Sector 5 Rohini New Delhi            ",32.262787,-106.757637,new delhi,Semi-Furnished,3,Bachelors/Family,1500 sqft,3 out of 15,Puri AP Wonder,3,Puri AP Wonder,"40,000"
Studio,for,Rent,Bagh New Delhi                 ,28.6402816,77.22041029,new delhi,Furnished,1,Bachelors/Family,300 sqft,Ground out of 1,West,"Garden/Park, Main Road",,"15,000"
4,Builder,Rent,"in RWA GK 2, Greater Kailash 2 New Delhi           ",Error,Error,new delhi,Unfurnished,4,Bachelors/Family,3000 sqft,2 out of 3,North - East,Garden/Park,RWA GK 2,180000
3,Builder,Rent,in Green Park New Delhi               ,35.114547,-77.062323,new delhi,Unfurnished,3,Bachelors,2500 sqft,2 out of 3,East,Garden/Park,,150000
3,Builder,Rent,in Greater Kailash Enclave 1 New Delhi             ,28.544178,77.244521,new delhi,Semi-Furnished,4,Bachelors/Family,2700 sqft,1 out of 3,North - East,Garden/Park,,170000
4,Apartment,Rent,"DMP Society, Sector 10 Dwarka New Delhi             ",28.563053,77.054575,new delhi,Unfurnished,3,Bachelors/Family,2200 sqft,4 out of 10,North - East,"Garden/Park, Main Road",DMP Society,"75,000"
3,Apartment,Rent,Dichaon Kalan New Delhi                ,28.640331,76.983645,new delhi,Unfurnished,3,Bachelors/Family,790 sqft,1 out of 3,South,Main Road,,"40,000"
3,Apartment,Rent,"Golf View Condos, Sector 19B Dwarka New Delhi            ",39.03171,-90.26122,new delhi,Semi-Furnished,3,Bachelors/Family,1800 sqft,6 out of 13,North - East,"Garden/Park, Main Road",Golf View Condos,"50,000"
3,Builder,Rent,in Uttari Pitampura New Delhi               ,28.715078,77.138989,new delhi,Semi-Furnished,3,Bachelors/Family,1800 sqft,4 out of 4,South - East,"Main Road, Garden/Park, Pool",,"55,000"
2,Builder,Rent,in Sector 19B Dwarka New Delhi              ,28.592705,77.065989,new delhi,Unfurnished,2,Bachelors/Family,720 sqft,2 out of 4,East,"Garden/Park, Main Road",,"25,000"
3,Builder,Rent,in Pitam Pura New Delhi               ,28.712134,77.135444,new delhi,Unfurnished,3,Bachelors,900 sqft,4 out of 4,North,3,,"42,000"
2,Apartment,Rent,Mansa Ram Park New Delhi               ,28.613806,77.049402,new delhi,Furnished,2,Bachelors/Family,650 sqft,4 out of 4,2,1,,"20,000"
3,Builder,Rent,in Pocket B Sector 17 Dwarka New Delhi            ,28.579349,77.066139,new delhi,Semi-Furnished,2,Bachelors,1300 sqft,2 out of 4,North,"Garden/Park, Main Road",,"44,000"
2,Builder,Rent,"in Paryavaran Complex, Sainik Farm New Delhi             ",28.619666,77.043949,new delhi,Unfurnished,2,Bachelors,850 sqft,3 out of 4,North - East,Garden/Park,,"23,000"
3,Builder,Rent,in Freedom Fighter Colony New Delhi              ,28.557163,77.163665,new delhi,Semi-Furnished,3,Bachelors,1250 sqft,2 out of 5,East,"Garden/Park, Main Road",,"35,000"
2,Apartment,Rent,Dwarka New Delhi                 ,28.5656109,77.0670366,new delhi,Furnished,2,Bachelors/Family,1500 sqft,4 out of 8,North - East,2,,"38,000"
2,Apartment,Rent,Society New Delhi                 ,28.59537955,77.06744935,new delhi,Semi-Furnished,2,Bachelors,1000 sqft,1 out of 4,East,2,,"50,000"
3,Apartment,Rent,Madhu Vihar Patparganj New Delhi               ,28.606592,77.061565,new delhi,Semi-Furnished,2,Bachelors,810 sqft,1 out of 3,West,Garden/Park,,"38,000"
3,Apartment,Rent,"Vasundhra Apartment, Sector 6 Dwarka New Delhi             ",28.593255,77.066942,new delhi,Semi-Furnished,2,Bachelors,1500 sqft,3 out of 8,North - East,"Garden/Park, Main Road",Vasundhra Apartment,"45,000"
5,Penthouse,Rent,Gulmohar Enclave Gulmohar Park New Delhi              ,28.554618,77.210813,new delhi,Semi-Furnished,4,Bachelors,2500 sqft,2 out of 4,North,"Pool, Garden/Park, Main Road",,110000
4,Builder,Rent,in Saket New Delhi                ,28.5275543,77.2172592,new delhi,Semi-Furnished,3,Bachelors/Family,1400 sqft,2 out of 2,3,2,,"75,000"
2,Builder,Rent,in Lajpat Nagar New Delhi               ,28.566163,77.24337754,new delhi,Furnished,2,Bachelors/Family,900 sqft,1 out of 4,North,Garden/Park,,"55,000"
3,Apartment,Rent,"Golden Heights, Sector 12 Dwarka New Delhi             ",28.597467,77.06703,new delhi,Semi-Furnished,3,Family,1700 sqft,5 out of 10,Garden/Park,Golden Heights,Golden Heights,"45,000"
2,Builder,Rent,in Tilak Nagar New Delhi               ,28.6423423,77.2171563,new delhi,Semi-Furnished,2,Bachelors,900 sqft,2 out of 3,East,"Garden/Park, Main Road",,"35,000"
3,Apartment,Rent,"DDA Pocket 4, Pocket 4 Sector D Vasant Kunj New Delhi         ",28.529489,77.154465,new delhi,Semi-Furnished,2,Bachelors,1750 sqft,Ground out of 3,North - West,"Garden/Park, Main Road",DDA Pocket 4,"75,000"
